id,author,date,sentiment,compound,text,url
rf--6593522700214630726,Unknown,,negative,-0.9992,WE BROKE INTO A MILLION PIECES AND WE CANT GO BACK BUT NOW IM SEEING ALL THE BEAUTY IN THE BROKEN GLASS 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/48/
rf--3047243259390752881,Unknown,,positive,0.3182,This review may contain spoilers. I can handle the truth.,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/48/
rf--6538281499170087053,Unknown,,positive,0.9323,"With a title like KPop Demon Hunters, I expected something silly and low-effort, but Sony Animation and the filmmakers delivered a quality movie.
While it wraps things up a little too neatly, and the story is basically Blade Runner 2.0, the maturity at times is welcoming, the experimental animation is always a blast to watch, and the songs are surprisingly catchy. Call me crazy, but 'What It Sounds Like' sounds a tad familiar to Calvin Harris and Ellie Goulding's Outside, lol.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--1392593778337591118,Unknown,,positive,0.3182,This review may contain spoilers. I can handle the truth.,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-3449644044657974243,Unknown,,positive,0.6249,"Neste momento, ""Golden"" só é menos famoso que ""Let it Go"", e por uma margem muito pequena.
O que é totalmente merecido; Kim Eun-Jae arrasou na composição dessas músicas. O filme, além de ser visualmente belíssimo, é um excelente musical, e não há como negar.
English
At this point, ""Golden"" is only less famous than ""Let it Go,"" and that's by a very small margin.
Which is totally deserved; Kim Eun-Jae nailed it composing those songs. The film, besides being visually beautiful, is an excellent musical, and there's no way to contradict that.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-6441507711691238210,Unknown,,negative,-0.9740,"TW: Mentions of topics such as Depression, Self Hatred, Trauma, Anxiety, and Suicide. As well as some spoilers for KPop Demon Hunters
“They saw. They know. There's no denying it now. This is what I am. You knew I was a mistake from the very start. Do what you should've done a long time ago. Before I destroy what I swore to protect.”
I’m just going to come out and say it. I fucking hate myself.. or at least, the… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-2367988782703031669,Unknown,,positive,0.6597,talented well established girl group upstaged by newcomer boy group (bc they’re men)…TYPICAL,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--1211898231967794904,Unknown,,positive,0.7003,this movie was cute i liked some of the songs,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--3884889754907095053,Unknown,,positive,0.4344,"""This is a battle for hearts and minds."" - Rumi,
It's a dark and lonely world out there, this film gets it, but what this film also gets is that KPop has the literal power to defeat literal evil. With every number one single we get one step closer to a classless utopia where all are free from the oppression of the powerful.
.... and that is why I am excited that B.....T.......S...... is fucking back babey!!!!!! Prepare yourselves, it's going to be epic.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--682182389508444468,Unknown,,neutral,0.0000,Powerpuff girls in K-pop form slaying demons.,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--8704278156438773407,Unknown,,negative,-0.7650,"A movie hasn’t done this much for me and my psyche since Poor Things (2023).
Wasn’t that such a crazy sentence to read? It was crazy to type.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf--7287250374090081000,Unknown,,positive,0.5940,"Oscar rant:
I'm deeply disgusted by how the winners for KPop Demon Hunters were treated. When they won Best Animated Feature, the music started playing to cut off the last speaker just as she was about to give her thanks. The music eventually stopped when she kept talking, but it was still incredibly rude.
But Best Original Song was even worse. The second person had barely started speaking when the loudest music I'd ever heard blasted over him. Then they… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-6719271922802382309,Unknown,,neutral,0.0000,"WE'RE GOIN' UP, UP, UP, IT'S OUR MOMENT
YOU KNOW TOGETHER WE'RE GLOWING
GONNA BE, GONNA BE GOLDEN",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-6551704557564027232,Unknown,,positive,0.0516,Convinced my fiancé to watch this modern classic… Her verdict: “it was alright”. 😭🍿🫢,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/49/
rf-5231148819258459950,Unknown,,positive,0.9789,"I had a really good time watching Kpop Demon Hunters. It’s genuinely a beautiful animated movie with a perfect amount of humor, colors, and action. The songs were an absolute joy!! Soda Pop, Takedown, Your Idol, Golden, and all the other songs were easily my favorite part of Kpop Demon Hunters. The character development doesn’t disappoint, and every character was written really well in this movie. I was surprised by how impressive the visual effects were, especially in the final… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf-4290299089044147715,Unknown,,negative,-0.4767,“Free” is literally rewrite the stars……. or gotta go my own way 😭,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf-24867180449621396,Unknown,,positive,0.3781,"Most of the humor was really cringey but I am also not the target audience at all. The songs are catchy, action scenes fun, and the animation decent at times. It's alright, I'll probably forget most of this by tomorrow because of how cookie cutter so many of the story beats are, but ill remember the songs which is probably the point.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf--7932805504020567591,Unknown,,positive,0.5106,"I mean, it's as much the international free market as it is the music that's protecting the world, really.
8/10
2025 Ranked
2020s Ranked",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf--9149248949063143382,Unknown,,positive,0.9532,"I can’t tell if the makers of this film are into kpop or instead think it’s the spawn of Satan? Maybe both? At its best feels like Turning Red’s 4-Town fanfic. Songs ok. There is also one genuinely very funny moment.
Yes, I let my 11-year-old think it was her idea to watch this. Her review: “was that low-key kinda good?”
Yeah! Kinda good.",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf--3857570063708034634,Unknown,,positive,0.9908,"This was fun and hilarious and had some pretty strong cultural identity but lacked the depth to rise above the children's entertainment label. I surprisingly found myself laughing quite a bit all throughout this though so maybe I'm just juvenile and that's fine.
What's most impressive here is that this is a group of essentially first-time screenwriters who got together and wrote something ACTUALLY competent, heartfelt, funny, entertaining and badass. 4 writers usually makes for a messy script but this… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf-511564983228891382,Unknown,,positive,0.7750,"The sequence where they wear the black battle combat suits honestly was a favourite of mine, but how cool would it be if they rode on motorcycles and wore sick helmets, to me that would be a hell yes. (I love Badass women in any kind of media.) 🙏
With how popular an animated feature can be, KPop Demon Hunters has become global since August. I say that because I remember watching this in July and it wasn’t that popular… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf-4618553927903120075,Unknown,,neutral,0.0000,It is now Oscar Golden 🏆,https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf-4447901004013179709,Unknown,,positive,0.9756,"700 2-second turtle videos just add up to a 23-minute short in case you were wondering.
As someone who's never been into K-POP, this is now my favorite animated movie of the year, gorgeous animation, great humor and the music is abso-fuckin-lutely amazing ♥︎
This for sure will fuck up my YouTube Music algorithm and end-of-year review:
- Foo Fighters
- Sum-41
- Huntr/X
- Led Zeppelin
- Saliva
- Saja Boys
- Simple Plan
- Kaleo
Here's my ranking for:
• Sony Pictures Animation
• Thank you Spider-Verse ♥︎
• Favorite Animated Movies of All Time
• Killer Soundtracks 🤘🏻",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf--6223855962090820436,Unknown,,positive,0.9242,"Holy sweet Jesus somebody was cooking here and I think giving the Spiderverse animators a chance to flex for a little bit was a banger move, they really knocked it out it of the park and I’m glad they were given another chance!
This has such a vibrant and crisp art style that feels similar to the Spiderverse movies but with an entirely different colour palette! This is quite a blast with some really fun characters and a story that… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
rf--8571892839429692870,Unknown,,positive,0.8458,"The ramen and kimbap propaganda worked. I had a hell of a dinner after seeing this movie.
KPop Demon Hunters is a crazy, ballsy, risky move that pays off in spades. It's wild that we have a mainstream movie about K-pop, but it's even wilder that it is animated by the Spider-Verse team.
This project is a bastion of love for K-pop & anime, where every frame is absolutely gorgeous. From the wacky exaggerated expressions to the slick action sequences, this… more",https://letterboxd.com/film/kpop-demon-hunters/reviews/by/activity/page/50/
